in_id;in_cu_id;in_date;in_description;in_total;in_discount;in_totalafterdiscount
1770;2480;2008-08-12 00:00;Tam esset quo gravis parte Pro novum non homo, ;116535;G5UH-ECRG-TUST-BOHC ;37066
1771;2454;2005-02-10 00:00;Tam Id pladior si non plorum quantare pladior quo,;87583;L38J-8FAT-I9XK-9BM3 ;181875
1772;2120;2009-04-22 00:00;et et cognitio, estis rarendum delerium. non e ;114682;JIF4-ERUW-LOP4-DWB3 ;141567
1773;2016;2007-03-13 00:00;sed eggredior. nomen glavans plorum estis vobis ut;482804;Y2XE-JW7R-01DJ-2O3D ;229912
1774;979;2002-10-25 00:00;in quoque gravis si cognitio, non non plurissimum ;130612;GLDN-UKTE-C0IW-HK06 ;309341
1775;1943;2005-03-30 00:00;brevens, fecundio, vantis. si in Sed quad vobis ;454255;HK22-JA5H-PTX3-DOAX ;24371
1776;2223;2005-10-06 00:00;trepicandor essit. brevens, vantis. si parte non ;76131;Z3S3-0IHO-HNXR-WIBH ;228448
1777;827;2009-12-10 00:00;glavans et rarendum Quad quo dolorum Versus ;316634;JECA-J2F5-S931-ERZK ;4162
1778;1393;2003-06-09 00:00;quartu plorum linguens gravis quantare brevens, ;378857;1THB-1V6L-VDT0-KRI4 ;222911
1779;437;2008-05-15 00:00;quantare et estis Pro vobis plorum cognitio, ;138372;Y3B7-7JW4-5IRC-QX0O ;193043
1780;1158;2005-03-01 00:00;et gravis Et nomen eggredior. fecit, et et quoque ;334514;OVUC-FG3F-N8UL-YH9X ;134499
1781;1940;2003-10-02 00:00;ut gravis egreddior regit, dolorum et volcans et ;49557;HY2H-CLH5-MQU6-29ZK ;421207
1782;2606;2003-07-04 00:00;Pro e fecit, in novum vobis nomen homo, Multum non;93391;RGG1-WN65-9N3A-PTCN ;378837
1783;2438;2004-12-25 00:00;plorum et cognitio, si volcans linguens gravis et ;151863;TYYK-XEOB-PHPZ-1I01 ;400166
1784;2676;2003-12-26 00:00;et et pladior e bono glavans fecit, Tam Multum ;375635;OFC8-YMJR-9WBA-SIWM ;294436
1785;2082;2008-09-22 00:00;eudis habitatio Et egreddior pladior vantis. non ;33750;HZV0-RY4N-7SBV-EMQX ;220246
1786;2437;2005-06-20 00:00;non e quo dolorum quartu Versus venit. et ;1199;NULL;244536
1787;2388;2007-04-25 00:00;pars homo, estum. plorum rarendum et linguens ;438280;AVWQ-S5EU-JLEI-OKB0 ;355070
1788;1690;2004-10-18 00:00;NULL;392078;ZIVD-GLFP-6SY5-M355 ;187193
1789;2751;2006-03-06 00:00;pars gravum fecit, quo esset et sed transit. ;348404;LK9T-LESL-UAP2-RZJC ;103971
1790;2165;2003-07-05 00:00;NULL;319545;7QO4-QM9A-LF6L-F91I ;420277
1791;1712;2002-09-02 00:00;in non Multum linguens regit, linguens non fecit, ;33734;2SUS-V2VN-NJSQ-VV46 ;253569
1792;2519;2009-12-21 00:00;non e delerium. plorum egreddior fecit. fecit. ;306921;Z4IX-F34T-IX0K-FVW8 ;114515
1793;2359;2002-12-09 00:00;estis vobis Id et e ut quad vobis eggredior. Tam ;202061;OQLT-1MGE-J4VE-X9WG ;361488
1794;1483;2009-04-17 00:00;volcans habitatio quoque novum dolorum non ;6084;SX2L-PJ8E-ZZVE-8JPW ;196140
1795;2614;2002-02-11 00:00;Sed quis habitatio Multum vantis. plurissimum ;230994;TNQF-D1MS-5ZGS-QOZU ;278087
1796;80;2008-07-25 00:00;Longam, Longam, et eudis funem. quo Et gravum ;418141;IE1M-K8GZ-EK05-47M3 ;158689
1797;2742;2007-02-06 00:00;travissimantor et nomen quad pladior linguens ;421435;OXG0-0I3F-JJUL-EM30 ;203981
1798;2168;2006-03-03 00:00;essit. trepicandor Quad fecit, vobis esset pladior;398864;5LM7-KYA5-J2W9-KY1Z ;251351
1799;2366;2010-04-10 00:00;non et Id quo e gravis eggredior. pars apparens ;331403;150A-VPED-I3L4-3A81 ;139599
1800;858;2004-02-15 00:00;si volcans sed estis brevens, pladior ;426028;18YK-HNLZ-GK4M-ZKC7 ;293052
1801;125;2008-12-02 00:00;estis gravum quo plorum cognitio, fecit. Longam, ;161980;UKXW-FGRT-AP0X-T6G5 ;313585
1802;390;2004-08-13 00:00;si delerium. parte travissimantor esset quo, ;181424;84E5-XZY6-IY1X-GA18 ;384241
1803;655;2005-04-17 00:00;trepicandor vobis pars estis eudis quad et et e et;160421;1VRF-QK6A-S46N-P6S4 ;312021
1804;2443;2008-07-18 00:00;ut quo essit. et estis vobis glavans si quo ;467920;FHKD-CO2Q-I57E-DDY8 ;222941
1805;1809;2002-06-12 00:00;nomen novum nomen in fecundio, rarendum egreddior ;361082;CTO2-ERD1-AIWT-JAEF ;4246
1806;2005;2009-01-19 00:00;et quoque nomen et non bono linguens quartu gravis;309789;2HFE-NWR5-C7J4-MSIP ;15945
1807;1947;2010-11-29 00:00;parte venit. funem. funem. volcans sed quad novum ;320909;LB19-08E4-2YJO-UDAG ;126432
1808;2527;2007-07-13 00:00;plurissimum sed plorum quad regit, brevens, Tam ;201529;IZ7I-3YSR-QROT-QG6S ;192889
1809;313;2002-09-19 00:00;et et e in estum. Versus non Id ut imaginator et ;368390;FHN7-ENV5-8I1Q-L4I5 ;93708
1810;1748;2010-12-14 00:00;quorum egreddior pladior estum. eudis novum bono ;300755;2FMG-BAQP-E7HW-0CZ3 ;228152
1811;738;2002-12-20 00:00;plurissimum gravis quis plorum novum quorum ;338868;G2NK-8QYP-MY0A-ZV60 ;54791
1812;579;2007-05-14 00:00;gravum plurissimum et quo quis rarendum e quad Pro;328621;3W6W-1155-94FE-ZS11 ;89476
1813;1945;2003-01-31 00:00;et imaginator Multum esset e esset in et quad quis;328080;KC0B-G66D-55ZY-JWQS ;287054
1814;1164;2003-05-02 00:00;eggredior. et homo, trepicandor pladior pladior si;329315;7KSN-HJL8-6U51-RVVA ;152610
1815;1794;2007-09-21 00:00;vantis. et Longam, nomen travissimantor pars non ;283618;UUSK-44GS-219N-ZJD7 ;350378
1816;2718;2002-03-13 00:00;quo vantis. plorum si Quad quorum estum. Sed vobis;232023;WKXU-BZYE-N1FF-DS8P ;436060
1817;2301;2006-12-03 00:00;novum sed linguens vobis si plorum plorum quorum ;51129;D2TQ-5KI9-8IO6-9WX5 ;319499
1818;2692;2010-08-15 00:00;ut pars vantis. homo, Longam, et sed vantis. bono ;200590;462X-1MT3-6AN7-UR7D ;112644
1819;2030;2006-02-08 00:00;Et et nomen gravum Versus fecit. quis delerium. ;424445;QHOU-5D90-GU33-6ZVV ;125799
1820;2440;2009-04-28 00:00;quo linguens Pro travissimantor sed Id parte sed ;301205;JREV-XUGF-IOKW-NI8B ;373189
1821;2722;2007-02-26 00:00;rarendum non quo, plurissimum quis fecit, ;369770;OCSU-C7KC-UWCZ-Y3SG ;126856
1822;2002;2006-12-24 00:00;si transit. quo, Versus sed egreddior quoque ;385222;AWTF-SA77-ORJ5-6ZKX ;152588
1823;1278;2006-01-18 00:00;Quad et et eudis linguens et apparens quoque novum;411317;QA4V-MBL5-KPRN-RJC2 ;297138
1824;1676;2008-08-18 00:00;gravis si eggredior. gravis funem. vobis Quad Et ;389141;10D4-2C78-ZIVF-ZRXP ;131640
1825;2433;2007-12-11 00:00;travissimantor vobis novum regit, nomen vobis quad;82800;GP19-Y0WP-MMHS-PWZZ ;233497
1826;2220;2006-02-21 00:00;fecit, transit. brevens, estis e si non vobis ;280663;94CL-1UBP-ZMNW-BY4H ;67360
1827;2346;2008-05-14 00:00;plurissimum Multum nomen eggredior. Versus fecit, ;412622;2GIA-D13F-3SY1-BDGB ;230079
1828;1157;2008-11-25 00:00;transit. vantis. et quis funem. et estis delerium.;476719;4O69-0YK2-RSH1-TM2N ;0
1829;1151;2002-09-13 00:00;quo funem. non nomen plurissimum volcans estum. ;399618;0RVH-7NL0-YITW-E98B ;33772
1830;999;2007-09-06 00:00;quad et novum funem. funem. e fecit, non gravis ;36114;EG0R-AAXG-PBTQ-DSPW ;31254
1831;2253;2009-08-30 00:00;quantare nomen bono gravis Versus si et transit. ;154696;CCKP-8ZL7-JDQP-JQ4Z ;315683
1832;2795;2005-10-09 00:00;plorum pars quis plorum plorum vantis. gravum ;417771;XQ4X-MP3B-LJBK-2WA1 ;24467
1833;1642;2004-03-01 00:00;esset transit. parte pladior Pro Id e Sed novum ;47454;APPA-CK4J-MOPU-M7M2 ;202812
1834;2513;2006-03-31 00:00;nomen funem. quartu estis Tam vobis gravis venit. ;212344;JW9R-Z154-NG3R-70UE ;83311
1835;1386;2007-03-30 00:00;plorum funem. plorum linguens Quad parte nomen ;0;2LJA-XUHQ-U97X-DFXO ;349991
1836;2355;2010-02-19 00:00;quoque Quad funem. pladior regit, quantare quo ;172534;AEZG-6KY2-LC8R-YDZY ;270915
1837;2591;2009-03-19 00:00;non quoque quoque gravum et Et homo, gravis quad ;368133;5KF6-E853-R36U-NL2X ;36965
1838;1167;2007-06-10 00:00;funem. non estum. in glavans Quad quorum volcans ;432971;CVF4-I1GW-0GZ0-QZT7 ;66815
1839;2078;2003-07-17 00:00;estis estum. non novum plorum linguens estis et ;183943;XEVN-I6DQ-DA1A-94AT ;177224
1840;1838;2010-09-04 00:00;egreddior rarendum quantare gravum plorum ;14553;DR9C-B46G-NRVY-X0RA ;290190
1841;2700;2005-07-22 00:00;quad fecundio, parte delerium. eudis gravum gravis;223961;BNPI-PEON-LP0H-55I9 ;0
1842;1802;2010-10-13 00:00;travissimantor novum et homo, volcans linguens ;180290;E0XG-LF3K-8D0Z-Q2Q0 ;0
1843;2256;2004-01-30 00:00;Pro pladior et manifestum Multum ut quad nomen non;236751;WFIC-YRDD-RIHQ-BQ9S ;204301
1844;876;2006-03-23 00:00;regit, quo, delerium. quantare estis quantare ;23688;9B38-7O02-3EHK-ZIKR ;118104
1845;2562;2002-07-17 00:00;non quo, volcans travissimantor brevens, plorum ;47649;U1P0-QV9J-ZTY9-KB9G ;162181
1846;2108;2006-04-22 00:00;egreddior novum homo, delerium. ut homo, nomen ;480677;9QBI-C0X3-T5H0-7M2L ;93485
1847;1969;2008-11-21 00:00;dolorum egreddior quis novum transit. vobis et ;205113;CEGY-AG84-N84A-3Q7K ;325820
1848;1515;2010-08-10 00:00;eggredior. brevens, Multum brevens, funem. ;478841;PX53-UBXC-Y8OB-UACN ;365485
1849;683;2003-07-28 00:00;in quad et gravis e non glavans homo, nomen fecit.;372746;WSS1-K16I-HEIA-E9DO ;164093
1850;1741;2010-12-01 00:00;nomen Quad quad gravis manifestum quantare ;222467;YIVW-EKS6-SEKE-W54A ;277462
1851;2164;2003-08-23 00:00;et egreddior quo estis et sed non pladior quo, ;498972;NULL;208877
1852;2178;2007-06-24 00:00;non pars quo delerium. plurissimum et quo linguens;367012;T5FJ-JQDV-LXNM-DWWX ;295762
1853;2535;2002-01-24 00:00;quo quo, habitatio bono Quad et nomen homo, et in ;220844;080U-2U3W-942Z-T3C5 ;292028
1854;2326;2002-12-13 00:00;quad pars Versus vobis non eudis transit. Multum ;0;O7XG-VQY8-087W-K5KJ ;289190
1855;1781;2007-12-20 00:00;et plorum linguens et bono eudis e imaginator ;474420;PMGB-HUOE-9KQC-TAJT ;91336
1856;1484;2003-12-11 00:00;vobis fecit. fecundio, quad imaginator fecit, ;30198;CVVV-0X6A-OITH-2QM1 ;125551
1857;1510;2009-07-26 00:00;Sed Tam quis transit. venit. linguens Et quoque ;56258;12JU-FIU6-9MRE-TRLS ;216411
1858;1184;2007-08-30 00:00;egreddior Id pladior e Versus gravis linguens ;276758;KNDR-RR9I-2OH9-AC03 ;166196
1859;2687;2002-08-09 00:00;manifestum e quorum et non Id funem. novum ut si ;270108;I20F-2RE5-B4UM-EOR6 ;160997
1860;279;2007-04-21 00:00;plurissimum si transit. eudis quorum quad ;271280;O8CJ-K4IB-HQIO-INYE ;87103
1861;2412;2002-09-07 00:00;gravis pladior Multum e ut quorum funem. ;385120;ZC3H-XUV8-LLU3-APGM ;180381
1862;2539;2004-01-04 00:00;quantare Id Et fecundio, habitatio egreddior quo ;80419;Y834-KM5Q-QQCK-C4V7 ;439445
1863;1226;2006-10-30 00:00;gravis travissimantor quantare et vobis Tam Et ;397168;Q89M-VWE8-S6BM-Q8ZY ;386886
1864;2691;2006-01-13 00:00;quad fecit. linguens manifestum cognitio, ;344191;BO5Q-V892-5U8S-QZHO ;235867
1865;2594;2003-04-17 00:00;nomen linguens novum dolorum estum. esset glavans ;301912;O8X4-KEQX-35WG-12IO ;92660
1866;2726;2008-03-12 00:00;estis transit. in vantis. et e Sed cognitio, et ;332276;NMC5-YYIK-RRAB-3R11 ;161634
1867;2358;2005-03-14 00:00;Multum brevens, Versus eggredior. egreddior et ;146058;GICS-ZXS9-NGT5-1VRN ;228026
1868;2084;2007-11-02 00:00;non et Et eggredior. fecit, habitatio egreddior ;421098;LW60-CVLC-90HA-4AJ6 ;203685
1869;634;2007-02-02 00:00;non quo si ut plorum transit. et parte estis ;281167;059I-AX5A-7ZE9-KCBA ;301980
1870;2551;2008-08-02 00:00;quantare travissimantor pars estis quis bono ;115736;4CGS-MZI2-QCL6-GMNR ;6164
1871;2102;2003-12-26 00:00;esset rarendum si non vobis in fecit, quartu nomen;156781;EPAA-9M7I-RY8J-NPGR ;387064
1872;2175;2010-06-26 00:00;et linguens linguens quorum vobis si e quorum ;415485;BF2E-VE8I-YPK3-E16K ;331696
1873;1439;2009-01-30 00:00;et fecundio, Tam pladior eudis Quad egreddior ;299052;0R0K-S31T-R5V5-ZMWY ;313412
1874;328;2006-06-07 00:00;volcans delerium. fecit. travissimantor esset non ;367186;VEP7-2E5B-MJW9-JFIA ;369244
1875;1179;2005-10-07 00:00;eudis gravum vantis. parte gravis nomen Quad in ;186037;RDFE-STF6-R576-L2T0 ;142275
1876;1938;2007-05-16 00:00;quo et non esset ut plorum Pro estum. homo, et quo;200483;EXPV-89LJ-K4LE-HZAM ;272455
1877;1492;2004-11-24 00:00;quad fecundio, parte gravis essit. vobis brevens, ;120914;8YZ3-GBPN-HMH8-UNJX ;371499
1878;2727;2010-10-29 00:00;funem. in manifestum fecit. venit. et Longam, ;133019;I7WT-NJTL-MR69-FYLO ;255085
1879;2228;2008-02-02 00:00;habitatio Et Et linguens cognitio, transit. e ;361534;WJYI-YMD8-TFCA-015F ;414675
1880;2423;2003-08-21 00:00;eggredior. estis et eggredior. quantare nomen ;363667;WI4I-PF8E-V1VX-Y9DX ;59102
1881;2376;2008-04-02 00:00;novum plurissimum quorum essit. vantis. et vantis.;408465;06KT-6FV1-DS66-EFG4 ;421319
1882;1767;2008-10-05 00:00;non dolorum habitatio Pro et quantare quad quad ;377688;IEZI-RKFV-RO8P-QXA7 ;216156
1883;941;2007-05-02 00:00;Sed nomen quad linguens regit, quad venit. estis ;301822;AK6L-3VOU-JT9Q-M71Y ;69403
1884;1896;2002-10-13 00:00;novum regit, et eggredior. Quad esset non Et e ;39875;M0ZR-PJGO-G49X-X7D6 ;239899
1885;1685;2006-01-14 00:00;non rarendum homo, quoque novum Versus ut novum ;254251;WVLU-YFII-JWCO-9KFJ ;21201
1886;2360;2004-03-09 00:00;fecit. nomen plorum quad plorum transit. estis sed;400646;JF0H-FJBT-ETV6-QF51 ;188010
1887;857;2005-09-16 00:00;Quad si sed pars et transit. vobis Pro dolorum ;169103;A1YS-KSLC-CSUI-HV39 ;189227
1888;1509;2003-03-20 00:00;quad volcans quartu et vantis. non et regit, ;433852;E3O8-Q051-UEDE-HG7N ;26492
1889;2658;2009-04-12 00:00;et essit. Tam linguens non novum quo quad pladior ;443352;NYY6-LYCX-VBWR-6CPB ;383131
1890;1890;2005-04-19 00:00;Pro Longam, venit. Pro estis fecundio, rarendum ;17256;JMJJ-YFG5-0NG8-F5IB ;77261
1891;1274;2002-07-28 00:00;in quartu si quo, venit. si manifestum quad ut ;156086;RO8V-JILO-4QWK-1FFE ;316901
1892;1092;2003-07-21 00:00;travissimantor dolorum pladior et sed quo regit, ;395776;6I65-8VO4-1UEG-UDOL ;183794
1893;2200;2006-11-01 00:00;quad Pro plorum et Multum egreddior quartu plorum ;98025;FTRZ-9RVR-0P3C-9H2P ;109917
1894;2711;2007-03-28 00:00;fecit, egreddior si delerium. sed cognitio, et ;161691;OUHD-ACF8-NQU6-DQ6J ;399863
1895;439;2009-12-28 00:00;plorum linguens Id Quad et et manifestum eudis ;298824;HZWI-BQ2R-DBYV-LCDV ;336435
1896;2207;2003-07-19 00:00;quoque quartu dolorum Longam, Versus gravis esset ;434135;XBN4-9VXT-IAJT-PXY2 ;187780
1897;1825;2005-12-14 00:00;glavans quis cognitio, Et non pladior ;326793;JAN6-CRYM-1DB6-5BSK ;353304
1898;1267;2009-01-16 00:00;rarendum quad fecundio, Longam, vobis quartu si ;336100;GT8H-2R4N-ODA2-MNGV ;418435
1899;2747;2004-12-07 00:00;Et fecit, si quad vobis in in delerium. vobis ;434839;HXBW-5ZCV-D4E1-Q16M ;25443
1900;2716;2005-05-07 00:00;Et vantis. Id vantis. pladior habitatio et ;191412;KNAS-N29D-IVXX-IHC7 ;546
1901;974;2003-02-08 00:00;cognitio, ut fecit. delerium. novum gravis quoque ;401592;2E9L-KZ9P-LGTO-UNJN ;315460
1902;2312;2003-01-20 00:00;nomen vantis. quartu pladior manifestum ;59579;2PZJ-I7GG-8OZ8-5DPB ;122135
1903;2194;2005-07-08 00:00;fecundio, manifestum fecundio, quad glavans vobis ;423946;OSJA-118W-VYPL-CFQ0 ;63505
1904;1586;2005-12-26 00:00;regit, plurissimum nomen quoque et quo fecit, ;363105;CISW-WHLJ-GY7Z-A6OS ;157929
1905;2491;2008-12-07 00:00;nomen brevens, quo si non linguens quartu essit. ;215964;GYKR-AZDW-QNOC-5ZNG ;340399
1906;939;2004-02-28 00:00;quo quoque quoque trepicandor dolorum bono volcans;306983;JGOZ-XQPO-6QXH-DY1X ;327182
1907;1000;2009-05-25 00:00;vobis Versus novum Versus Sed pars quad ;199919;X4OS-TAUN-AJ8Z-0AKI ;432351
1908;2596;2006-08-20 00:00;venit. quo, quad pars eudis manifestum gravis ;499826;J9OV-ZP6V-7XPW-FRWT ;372784
1909;2493;2008-03-07 00:00;cognitio, gravis quantare quo, gravum essit. ;34807;MV2X-MIXI-3DJW-NGT7 ;146915
1910;125;2002-08-07 00:00;brevens, quad nomen Pro quartu Tam gravis gravis ;273936;34ZO-DTB3-9DQ2-N7Q4 ;268881
1911;1664;2010-01-17 00:00;parte novum manifestum quoque et dolorum gravis si;409284;HSNE-TDTV-YYON-IWDD ;204052
1912;2779;2009-09-28 00:00;esset nomen et venit. brevens, plurissimum fecit, ;423239;NULL;411326
1913;543;2010-07-29 00:00;transit. fecit. non et novum vantis. gravum Tam ;0;T6UX-PMHH-FPO9-BGLT ;201521
1914;2504;2009-12-19 00:00;Pro homo, et quoque gravum pars eudis ut estum. Id;415225;Z0GT-AO3P-RTDQ-AXQ6 ;101895
1915;2857;2010-01-19 00:00;Id egreddior manifestum fecundio, gravum vobis ;406442;6WCH-99FY-2AKM-SQ1C ;115784
1916;2577;2004-12-02 00:00;quo quantare quorum estis quoque fecit. delerium. ;362815;0JRL-MBY3-EPFN-2NY0 ;414225
1917;1864;2007-09-05 00:00;volcans rarendum transit. rarendum egreddior eudis;7431;195O-G8RC-KVE9-N4QV ;370041
1918;698;2006-01-18 00:00;travissimantor parte e bono quo ut gravum quad ;278597;XABJ-CVW2-5R10-RE3S ;146987
1919;1926;2010-12-30 00:00;plurissimum e si transit. novum bono quartu quorum;357293;DKLR-IB6J-YW2S-QXL1 ;214665
1920;1102;2010-02-07 00:00;pladior parte bono quo parte quorum fecit, Multum ;89939;KCO0-SUDD-81YP-DOJP ;354650
1921;2559;2004-06-26 00:00;sed estum. glavans fecit. quad quo pars essit. Et ;401266;0PD5-8O8M-US1B-0VLK ;422408
1922;2885;2003-12-27 00:00;Tam et quad quoque pladior et apparens Pro ;163173;NYS6-XXDY-1DVX-VZJN ;201533
1923;321;2009-07-23 00:00;si bono et habitatio et funem. delerium. novum ;212206;3MR9-FZN4-H3ZP-2W6G ;270554
1924;1139;2003-10-17 00:00;et in nomen cognitio, glavans dolorum et nomen ;477746;AB9L-HX4V-1CYM-06JO ;224719
1925;2442;2008-01-06 00:00;vobis nomen vobis ut habitatio esset vobis ;263911;XA95-YE6F-YS27-SD66 ;139264
1926;1972;2002-06-08 00:00;trepicandor si regit, pars quartu Versus quoque ;459651;IVRE-45DS-WDH8-Z242 ;203269
1927;218;2005-08-25 00:00;et dolorum Pro quad volcans et quoque quoque parte;261005;2ROI-8ARX-NZCN-1IUE ;221779
1928;1282;2003-11-05 00:00;et e quartu parte fecundio, quad fecit. si Pro ;317460;S1EZ-KBUO-P942-R68M ;363550
1929;2198;2007-06-10 00:00;funem. sed essit. quad Tam imaginator habitatio ;137361;UEFN-W1UH-H7PN-1CP2 ;32809
1930;2660;2004-03-21 00:00;quo fecit, pars eudis et vobis dolorum transit. ;68362;XF39-EVAP-V97V-EMQ6 ;404495
1931;1895;2003-06-02 00:00;fecit. et travissimantor et et quo, Tam vantis. ;251903;JGC6-IJGQ-EH6G-FB58 ;369152
1932;1695;2006-11-08 00:00;et homo, et non transit. estum. quantare gravis ;373691;1R5I-7ZU4-FLII-H3W1 ;403065
1933;2494;2007-11-22 00:00;fecit. estum. egreddior plurissimum non linguens ;284815;VEJS-D3RA-3GHS-SBUK ;229641
1934;1225;2004-09-28 00:00;Quad in imaginator Tam essit. quis si fecundio, ;198180;IOCU-SYNS-CE4C-M7CX ;414129
1935;1316;2002-07-13 00:00;transit. rarendum quad funem. essit. et e ;170121;38K0-Z4Q0-58B1-72OB ;193643
1936;1192;2007-03-14 00:00;esset ut venit. in non non nomen novum brevens, ;462076;EFY6-OB5A-KZWC-94C1 ;299184
1937;2234;2005-03-31 00:00;et quad estum. vobis quis esset gravis fecit. ;348886;O8NX-332Y-KJ14-O9D7 ;152650
1938;2427;2003-05-07 00:00;gravis gravum non apparens nomen Id gravis ;453742;NYF5-6BZ5-2QNT-5S18 ;361475
1939;2878;2004-11-05 00:00;quad quorum quad homo, gravum vobis et quad quis ;438718;L96Z-1XSH-0R4W-PTIM ;349501
1940;2549;2003-11-18 00:00;fecit, in glavans egreddior quad fecit. rarendum ;323911;R3XU-UV80-V84I-DRGT ;144020
1941;2303;2005-10-16 00:00;Longam, et quartu linguens quis vobis brevens, ;447269;8JHX-BLRY-CAEG-HCCQ ;205660
1942;126;2010-01-28 00:00;vobis quad et linguens quo, in ut non pars non ;200726;6PRT-SMLD-XCOD-7MZQ ;266444
1943;872;2006-01-12 00:00;linguens et trepicandor si quad transit. Id non ;169277;839L-LTOL-1FQC-JROL ;329578
1944;2034;2008-09-06 00:00;et delerium. travissimantor Multum dolorum Tam ;399045;NULL;114249
1945;2336;2006-04-03 00:00;plurissimum vobis nomen plorum nomen nomen novum ;169416;P0EI-0M1W-VCMT-2F6H ;323209
1946;1899;2003-10-31 00:00;esset gravis quoque Sed et Tam regit, cognitio, ut;107972;YX0B-IMB9-FYEE-8PR4 ;355575
1947;1710;2003-12-24 00:00;quis estum. et brevens, delerium. non et linguens ;232847;ZSSV-OSW4-3L6V-R023 ;432274
1948;1990;2007-11-14 00:00;quad Quad quorum eudis et Id vantis. et Pro estum.;480552;DARV-WY8M-CO15-6454 ;8022
1949;2486;2008-03-08 00:00;delerium. quoque parte novum manifestum et gravum ;191584;PP68-URI0-7MN6-O0XL ;284078
1950;2159;2007-01-26 00:00;Id Id linguens et quo, pars esset et si esset ;298876;QKA3-EK14-MVYD-O3JX ;372210
1951;2704;2006-11-14 00:00;et linguens in eudis Versus fecit, Longam, fecit, ;291393;5F76-P0V6-57KU-4F3J ;267739
1952;548;2010-11-27 00:00;Et si gravis Pro regit, quis nomen vantis. plorum ;155537;APET-COAX-KHZ5-AD3B ;206316
1953;2249;2009-01-18 00:00;in funem. et imaginator Tam Sed et quo quis nomen ;469501;EPV1-FB3D-80ZE-G1DD ;203769
1954;2295;2005-10-30 00:00;Pro quorum vobis pladior cognitio, sed manifestum ;246160;1PXW-N7EQ-RBRL-LTCR ;120794
1955;2773;2002-11-11 00:00;non si pladior novum fecundio, et quo esset Id ;33572;1KXT-JIL0-8ZQV-ORYK ;28138
1956;1756;2010-02-13 00:00;brevens, Et quo, quartu quorum estum. quo e ;28239;7WCN-W9D9-MOLZ-HS4U ;113926
1957;1149;2004-06-30 00:00;glavans et linguens si egreddior plorum brevens, ;189385;5ME3-RLWO-UVSD-579G ;301581
1958;1901;2003-09-23 00:00;Quad Et rarendum quis in quad cognitio, gravis e e;81833;A4BG-JEQH-VM4M-LI96 ;288787
1959;2671;2008-12-20 00:00;Sed ut et fecundio, fecundio, quo egreddior ;160035;BCPT-RW7T-9INP-0AX3 ;18664
1960;2918;2008-07-02 00:00;linguens non transit. Quad habitatio non quartu ;403455;DUE8-7R65-MY3V-XFHQ ;137129
1961;921;2009-07-06 00:00;quartu si Id esset pladior manifestum Versus Quad ;454960;N6W8-DZEZ-AK69-GYG9 ;105403
1962;2566;2007-07-21 00:00;e plorum trepicandor quo egreddior gravis estis ;489524;0Q29-AFSW-LT6T-7X62 ;68800
1963;937;2010-03-12 00:00;delerium. novum manifestum Et Sed glavans regit, ;62558;8C6W-2SUO-ZY88-X3MM ;339974
1964;2706;2005-12-17 00:00;dolorum essit. nomen rarendum fecundio, transit. ;431463;X7IA-HDCZ-JSD2-NJ60 ;192420
1965;125;2010-03-07 00:00;si si non Sed e non non e delerium. quo eudis Et ;282905;IK3J-MLYL-3AJ7-1UW9 ;349730
1966;2686;2005-03-11 00:00;gravum e non parte in ut essit. Pro transit. ;400245;OGVO-7L5Y-DXM2-C3YK ;250988
1967;1699;2003-11-08 00:00;Quad dolorum quartu esset quartu parte in transit.;124468;WFQM-886T-SMW9-2PFQ ;181685
1968;2605;2007-10-31 00:00;quad et in et homo, estum. Tam Multum Multum estis;225059;1FZZ-6OGU-XWB9-8P8R ;0
1969;2350;2009-06-09 00:00;vantis. et nomen vantis. novum quartu si Versus ;245103;ZFCP-R1C7-NN83-GGQO ;237393
